Device,TrafficSource,PastVisits,TotalPagesViewed,TimePerPage_sec,VisitDuration_min,CartOpened,PurchaseMade,Revenue
Mobile,Search,5,18,10.34,12.34,0,0,0.0
Desktop,Search,2,3,31.2,5.88,0,0,0.0
Desktop,Email,0,11,39.04,9.23,0,0,0.0
Mobile,Referral,3,18,11.92,7.63,0,0,0.0
Mobile,Email,3,3,51.9,10.83,0,0,0.0
Mobile,Search,2,8,32.86,2.51,0,0,0.0
Desktop,Search,3,27,25.83,13.82,1,0,0.0
Mobile,Social Media,5,27,36.92,9.73,0,0,0.0
Mobile,Search,1,28,38.83,4.21,1,0,0.0
Desktop,Referral,2,14,4.48,2.02,0,0,0.0
Mobile,Email,4,6,59.99,2.42,0,0,0.0
Mobile,Search,2,15,23.11,11.78,1,0,0.0
Mobile,Search,0,14,5.57,8.9,0,0,0.0
Mobile,Search,5,7,51.43,5.84,1,0,0.0
Mobile,Shopping Site,0,10,59.6,5.13,0,0,0.0
Mobile,Referral,2,15,49.35,12.87,0,0,0.0
Mobile,Search,3,29,51.41,13.15,1,0,0.0
Mobile,Email,2,10,38.3,8.8,1,0,0.0
Desktop,Referral,6,22,55.49,7.96,0,0,0.0
Mobile,Search,5,17,4.07,12.28,0,0,0.0
Desktop,Email,3,27,46.47,11.29,0,0,0.0
Mobile,Search,4,19,40.9,6.12,1,0,0.0
Desktop,Search,5,29,4.88,1.42,0,0,0.0
Mobile,Referral,2,17,33.55,11.57,0,0,0.0
Mobile,Advertisement,2,12,31.87,2.7,0,0,0.0
Mobile,Search,4,15,42.11,0.44,0,0,0.0
Desktop,Search,4,26,6.5,12.68,1,0,0.0
Mobile,Search,7,12,48.71,8.76,0,0,0.0
Mobile,Search,6,25,10.09,13.4,0,0,0.0
Mobile,Search,4,29,26.28,7.37,0,0,0.0
Desktop,Search,3,9,53.11,13.91,0,0,0.0
Mobile,Email,5,5,34.51,5.44,0,0,0.0
Mobile,Email,2,4,24.02,10.92,1,0,0.0
Mobile,Social Media,6,12,4.8,4.65,0,0,0.0
Desktop,Referral,2,16,40.99,0.22,0,0,0.0
Mobile,Email,6,9,59.22,5.82,0,0,0.0
Mobile,Shopping Site,3,25,54.88,11.12,0,0,0.0
Mobile,Search,2,3,43.6,2.42,0,0,0.0
Mobile,Email,5,21,8.11,7.67,0,0,0.0
Mobile,Email,3,3,15.89,3.34,0,0,0.0
Mobile,Social Media,2,26,12.84,1.3,0,0,0.0
Mobile,Referral,2,18,22.62,9.34,1,0,0.0
Mobile,Advertisement,1,17,15.66,14.29,0,0,0.0
Mobile,Social Media,4,28,16.18,4.8,0,0,0.0
Mobile,Referral,2,10,37.77,8.79,0,0,0.0
Mobile,Search,3,2,20.48,14.31,0,0,0.0
Mobile,Search,2,24,41.28,9.83,0,0,0.0
Mobile,Search,3,11,56.98,10.16,0,0,0.0
Mobile,Search,2,24,39.03,2.85,0,0,0.0
Mobile,Referral,0,3,45.6,7.49,1,0,0.0
Mobile,Search,2,23,45.59,5.63,0,0,0.0
Mobile,Search,3,23,21.18,7.17,0,0,0.0
Mobile,Referral,1,2,2.87,12.05,0,0,0.0
Desktop,Search,2,9,5.19,7.02,0,0,0.0
Mobile,Shopping Site,3,19,18.36,1.13,1,1,150.92
Mobile,Search,1,2,41.99,13.6,0,0,0.0
Mobile,Search,4,28,54.59,8.26,0,0,0.0
Mobile,Advertisement,1,19,57.61,13.88,1,0,0.0
Mobile,Search,5,2,3.5,8.67,0,0,0.0
Mobile,Search,1,15,59.43,1.23,0,0,0.0
Mobile,Search,1,24,20.7,8.38,0,0,0.0
Mobile,Email,5,21,50.89,8.72,0,0,0.0
Mobile,Search,0,3,12.46,3.37,0,0,0.0
Mobile,Referral,2,5,5.65,7.17,0,0,0.0
Desktop,Internal,2,11,23.94,7.0,0,0,0.0
Mobile,Referral,4,27,51.82,9.42,0,0,0.0
Desktop,Search,2,24,14.81,4.04,1,0,0.0
Mobile,Search,4,7,10.93,8.81,0,0,0.0
Mobile,Search,5,6,54.77,3.77,0,0,0.0
Mobile,Search,2,14,56.42,6.81,0,1,93.61
Mobile,Referral,3,29,2.73,2.02,0,0,0.0
Desktop,Social Media,4,1,44.19,0.75,0,0,0.0
Mobile,Referral,5,26,19.93,4.94,0,1,30.65
Desktop,Referral,2,17,23.73,4.26,0,0,0.0
Mobile,Referral,4,17,29.21,6.22,0,0,0.0
Desktop,Email,4,14,26.75,14.44,0,0,0.0
Mobile,Shopping Site,2,10,31.87,7.93,0,0,0.0
Mobile,Referral,3,8,35.78,8.39,0,0,0.0
Mobile,Referral,0,8,29.0,14.14,0,0,0.0
Mobile,Referral,7,14,42.69,13.83,0,0,0.0
Mobile,Search,0,7,43.68,13.28,0,0,0.0
Mobile,Search,0,6,27.54,1.65,1,0,0.0
Desktop,Search,1,4,10.26,9.59,0,0,0.0
Mobile,Social Media,1,1,39.16,12.16,0,0,0.0
Mobile,Shopping Site,0,15,46.83,12.57,1,0,0.0
Mobile,Search,1,25,39.01,8.75,0,0,0.0
Mobile,Internal,5,15,36.11,0.46,0,0,0.0
Mobile,Shopping Site,0,1,15.31,14.61,0,0,0.0
Mobile,Referral,6,20,39.42,7.19,1,0,0.0
Mobile,Referral,3,3,21.42,6.03,0,0,0.0
Mobile,Shopping Site,4,23,55.33,6.05,0,0,0.0
Mobile,Social Media,0,5,39.92,6.48,1,0,0.0
Mobile,Search,7,5,18.13,3.78,0,0,0.0
Mobile,Referral,4,4,29.43,5.04,0,0,0.0
Mobile,Referral,0,17,51.1,14.78,0,0,0.0
Mobile,Search,2,21,21.46,5.65,0,0,0.0
Mobile,Referral,8,20,32.48,8.0,1,0,0.0
Mobile,Internal,3,14,41.42,12.75,0,0,0.0
Desktop,Search,2,26,45.76,8.01,0,0,0.0
Mobile,Referral,3,29,12.09,5.0,0,0,0.0
Desktop,Referral,4,8,34.78,7.95,0,0,0.0
Mobile,Email,1,2,54.91,1.89,0,0,0.0
Mobile,Internal,5,8,58.16,2.12,0,0,0.0
Mobile,Email,1,1,40.06,10.47,0,0,0.0
Desktop,Search,5,29,59.05,13.78,0,0,0.0
Mobile,Referral,2,4,35.1,10.94,1,0,0.0
Desktop,Email,1,19,27.67,1.3,0,0,0.0
Desktop,Email,0,5,33.99,6.16,0,0,0.0
Mobile,Referral,2,29,8.71,0.24,1,0,0.0
Mobile,Search,1,5,25.3,7.77,0,1,156.65
Mobile,Shopping Site,2,21,28.59,3.06,1,0,0.0
Mobile,Email,0,28,51.22,13.05,0,0,0.0
Desktop,Referral,3,20,46.0,1.74,0,0,0.0
Desktop,Email,6,24,36.88,0.22,0,0,0.0
Mobile,Internal,2,19,22.14,6.88,0,0,0.0
Mobile,Search,0,12,12.85,2.5,0,0,0.0
Mobile,Referral,2,20,22.17,11.12,0,0,0.0
Mobile,Social Media,1,1,41.43,13.82,0,0,0.0
Desktop,Email,6,7,17.26,0.82,0,0,0.0
Mobile,Search,4,17,26.76,6.05,1,0,0.0
Mobile,Email,1,2,24.43,14.95,0,0,0.0
Mobile,Search,2,11,46.4,11.04,1,0,0.0
Mobile,Search,5,7,53.26,14.31,0,0,0.0
Mobile,Search,2,17,42.56,2.63,0,0,0.0
Mobile,Internal,3,27,21.81,3.48,0,0,0.0
Mobile,Email,2,3,27.12,2.49,0,0,0.0
Mobile,Search,1,29,10.31,4.68,0,0,0.0
Desktop,Search,5,22,11.75,10.92,0,0,0.0
Mobile,Search,3,6,11.53,2.64,0,0,0.0
Mobile,Social Media,3,22,9.57,7.96,0,0,0.0
Mobile,Referral,2,11,12.42,4.18,0,1,180.2
Mobile,Email,5,29,13.76,12.47,0,0,0.0
Mobile,Search,2,18,8.49,0.3,0,0,0.0
Mobile,Email,2,18,39.14,3.5,0,0,0.0
Mobile,Email,2,22,59.44,9.16,0,0,0.0
Mobile,Search,0,10,52.99,1.63,0,0,0.0
Mobile,Social Media,3,5,4.64,7.1,0,0,0.0
Mobile,Search,5,23,26.54,6.66,0,0,0.0
Desktop,Social Media,2,23,51.84,12.82,0,0,0.0
Mobile,Internal,2,21,9.81,9.46,0,0,0.0
Mobile,Email,4,24,51.16,9.67,0,0,0.0
Mobile,Search,5,26,36.38,14.29,1,0,0.0
Mobile,Referral,4,22,56.02,14.74,0,0,0.0
Mobile,Referral,2,15,52.81,9.87,0,0,0.0
Mobile,Search,2,21,41.27,7.93,0,0,0.0
Desktop,Referral,2,20,40.15,9.2,0,0,0.0
Mobile,Email,2,23,14.36,5.86,0,0,0.0
Mobile,Email,2,4,8.77,14.81,0,0,0.0
Mobile,Email,3,21,26.09,10.63,0,0,0.0
Mobile,Search,5,21,12.82,4.51,0,0,0.0
Mobile,Referral,3,1,7.94,1.05,0,0,0.0
Mobile,Email,3,15,19.53,0.86,0,0,0.0
Mobile,Social Media,5,17,51.91,3.23,0,0,0.0
Desktop,Search,4,19,2.99,3.65,0,0,0.0
Mobile,Referral,1,14,18.97,6.34,0,0,0.0
Mobile,Email,2,27,26.6,3.38,0,0,0.0
Mobile,Referral,1,19,31.61,9.54,0,0,0.0
Mobile,Shopping Site,5,18,12.53,3.33,0,0,0.0
Mobile,Referral,0,28,57.92,2.98,0,0,0.0
Mobile,Referral,5,2,35.57,7.17,0,0,0.0
Mobile,Search,4,6,32.28,13.35,0,0,0.0
Desktop,Shopping Site,3,13,2.51,7.13,0,0,0.0
Mobile,Search,3,17,30.17,6.32,0,0,0.0
Mobile,Search,3,6,50.58,8.76,0,0,0.0
Desktop,Email,1,21,14.74,4.01,0,0,0.0
Mobile,Referral,1,22,22.37,5.43,0,0,0.0
Mobile,Social Media,2,5,3.19,3.36,0,0,0.0
Mobile,Search,3,7,58.66,8.66,0,0,0.0
Mobile,Social Media,3,1,5.87,10.52,1,0,0.0
Mobile,Referral,3,13,54.1,10.17,0,0,0.0
Desktop,Email,4,19,20.15,3.97,0,0,0.0
Mobile,Search,5,22,36.08,11.74,0,0,0.0
Mobile,Search,2,1,41.4,3.99,0,0,0.0
Mobile,Referral,2,13,10.17,2.42,0,0,0.0
Mobile,Search,3,11,27.74,5.38,0,0,0.0
Mobile,Referral,2,27,20.88,9.05,0,0,0.0
Mobile,Referral,4,7,5.28,2.3,0,0,0.0
Desktop,Search,5,20,50.33,9.79,0,0,0.0
Mobile,Referral,4,3,4.62,12.97,0,0,0.0
Mobile,Shopping Site,4,26,39.89,4.54,0,0,0.0
Mobile,Advertisement,5,25,20.22,6.86,0,0,0.0
Mobile,Search,2,1,13.14,3.58,0,0,0.0
Mobile,Search,5,8,40.69,5.55,0,0,0.0
Mobile,Search,1,17,35.32,0.53,0,0,0.0
Mobile,Search,2,13,20.28,14.32,0,0,0.0
Mobile,Referral,3,14,31.75,6.36,0,0,0.0
Mobile,Email,3,5,16.28,11.88,0,0,0.0
Mobile,Social Media,3,26,52.09,2.31,0,0,0.0
Desktop,Referral,2,24,20.2,12.22,0,0,0.0
Mobile,Email,5,22,16.22,12.93,0,0,0.0
Mobile,Search,3,23,45.61,10.79,0,0,0.0
Mobile,Advertisement,2,27,3.02,13.57,0,0,0.0
Desktop,Shopping Site,3,24,17.54,2.67,0,0,0.0
Desktop,Referral,6,29,23.77,7.25,0,0,0.0
Mobile,Referral,8,6,53.17,9.38,0,0,0.0
Desktop,Search,3,27,57.13,9.02,1,0,0.0
Mobile,Email,0,22,43.56,12.94,0,0,0.0
Mobile,Email,5,27,30.57,3.39,0,0,0.0
Mobile,Search,3,6,39.16,2.8,0,0,0.0
Mobile,Referral,4,21,26.01,3.95,0,0,0.0
Mobile,Email,3,8,19.33,13.39,0,0,0.0
Desktop,Social Media,2,13,57.14,14.13,0,0,0.0
Mobile,Email,3,18,8.69,8.63,0,0,0.0
Mobile,Search,1,23,22.09,7.62,0,0,0.0
Mobile,Search,3,4,54.15,9.16,0,0,0.0
Mobile,Social Media,0,17,43.94,9.32,0,0,0.0
Mobile,Search,1,29,3.69,2.72,0,0,0.0
Mobile,Referral,3,5,3.34,10.36,0,0,0.0
Mobile,Advertisement,1,3,31.96,6.89,0,0,0.0
Desktop,Referral,0,4,30.09,7.86,0,0,0.0
Mobile,Internal,0,23,27.69,0.65,0,1,121.01
Mobile,Email,4,5,19.54,11.52,0,0,0.0
Mobile,Search,3,14,59.23,12.56,0,0,0.0
Mobile,Search,4,15,17.78,9.37,0,0,0.0
Mobile,Email,7,20,30.42,11.28,0,0,0.0
Mobile,Email,3,17,25.48,7.94,0,0,0.0
Desktop,Referral,1,6,11.87,9.35,0,1,16.83
Mobile,Advertisement,3,27,13.75,6.04,0,0,0.0
Desktop,Email,3,10,55.26,11.92,0,0,0.0
Desktop,Social Media,2,22,51.78,7.13,0,0,0.0
Mobile,Search,7,23,13.54,10.27,1,0,0.0
Desktop,Referral,2,16,52.79,9.4,1,0,0.0
Mobile,Advertisement,4,17,14.13,10.59,0,0,0.0
Desktop,Social Media,3,14,38.34,11.82,0,0,0.0
Mobile,Referral,2,20,6.71,7.79,0,0,0.0
Desktop,Advertisement,0,12,53.06,12.23,0,0,0.0
Desktop,Search,7,9,4.99,7.56,0,0,0.0
Desktop,Referral,5,15,34.19,14.36,0,0,0.0
Mobile,Search,5,12,47.22,11.34,0,0,0.0
Mobile,Shopping Site,1,14,8.78,2.73,1,0,0.0
Mobile,Referral,4,26,25.46,12.48,0,0,0.0
Mobile,Social Media,4,22,4.43,8.36,0,0,0.0
Mobile,Search,2,18,41.6,14.77,1,0,0.0
Mobile,Social Media,1,20,19.83,10.84,0,0,0.0
Mobile,Search,4,6,34.44,1.45,1,0,0.0
Desktop,Referral,5,4,56.1,6.05,0,0,0.0
Mobile,Search,5,26,19.74,7.86,1,0,0.0
Desktop,Referral,2,23,4.82,12.62,0,0,0.0
Mobile,Search,6,12,41.19,10.99,0,0,0.0
Desktop,Email,3,13,47.64,5.67,0,0,0.0
Desktop,Search,4,19,57.56,9.87,1,0,0.0
Mobile,Social Media,4,22,11.15,8.74,0,0,0.0
Mobile,Referral,2,13,24.74,2.07,0,0,0.0
Mobile,Advertisement,10,12,50.96,3.68,0,1,189.53
Mobile,Search,4,20,48.8,5.25,1,0,0.0
Mobile,Email,3,3,38.24,3.09,0,0,0.0
Mobile,Search,0,28,17.62,2.42,0,0,0.0
Mobile,Referral,2,3,18.47,1.06,0,0,0.0
Mobile,Internal,2,14,9.19,13.12,0,0,0.0
Mobile,Advertisement,1,18,55.47,4.48,0,0,0.0
Mobile,Search,4,27,12.03,4.5,0,0,0.0
Mobile,Search,4,19,35.23,3.25,0,0,0.0
Desktop,Search,2,29,35.89,7.24,0,0,0.0
Mobile,Shopping Site,3,28,23.44,7.81,1,0,0.0
Desktop,Search,6,10,22.45,3.28,0,0,0.0
Mobile,Search,2,17,40.78,9.21,0,0,0.0
Mobile,Internal,2,15,24.52,10.9,0,0,0.0
Mobile,Search,4,19,16.8,5.73,0,0,0.0
Mobile,Search,5,9,25.15,8.86,1,0,0.0
Mobile,Search,2,4,48.84,7.63,0,0,0.0
Mobile,Search,2,15,58.06,3.09,0,0,0.0
Mobile,Shopping Site,4,19,38.89,11.0,0,0,0.0
Mobile,Shopping Site,3,16,47.36,12.06,0,0,0.0
Mobile,Search,4,8,32.9,9.8,0,0,0.0
Mobile,Advertisement,3,17,38.24,4.99,1,0,0.0
Mobile,Search,2,21,59.31,13.92,1,0,0.0
Mobile,Search,5,1,27.43,6.94,0,0,0.0
Mobile,Search,0,7,5.84,4.14,0,0,0.0
Mobile,Search,4,21,57.51,6.24,0,0,0.0
Desktop,Internal,3,18,48.0,10.44,0,0,0.0
Mobile,Internal,1,12,25.1,12.72,0,0,0.0
Mobile,Referral,4,16,58.98,5.48,0,1,64.95
Desktop,Social Media,4,1,22.04,3.64,0,0,0.0
Mobile,Shopping Site,3,27,23.58,9.47,0,0,0.0
Mobile,Internal,0,15,37.36,13.83,0,0,0.0
Mobile,Search,3,7,17.91,2.91,0,0,0.0
Mobile,Search,5,28,42.52,12.08,0,0,0.0
Mobile,Referral,1,17,10.87,7.25,0,0,0.0
Mobile,Social Media,5,3,8.27,12.03,0,0,0.0
Mobile,Search,2,11,33.02,7.68,0,0,0.0
Mobile,Referral,2,6,34.22,5.78,0,0,0.0
Desktop,Referral,2,6,8.19,10.51,1,0,0.0
Desktop,Referral,3,15,57.92,13.53,0,0,0.0
Mobile,Email,5,7,35.25,4.94,0,0,0.0
Mobile,Referral,5,11,10.76,7.02,0,0,0.0
Mobile,Search,2,27,20.06,3.6,0,0,0.0
Mobile,Social Media,3,17,48.41,2.91,1,0,0.0
Mobile,Email,0,23,32.35,11.71,0,0,0.0
Mobile,Referral,4,18,12.91,3.17,0,0,0.0
Desktop,Email,2,22,7.97,11.94,0,0,0.0
Mobile,Search,8,29,26.98,6.55,0,0,0.0
Mobile,Search,5,24,21.57,14.93,0,0,0.0
Mobile,Search,4,29,40.04,3.12,1,0,0.0
Mobile,Email,3,21,55.66,1.58,0,0,0.0
Desktop,Search,3,26,16.37,1.32,0,0,0.0
Mobile,Search,1,19,51.6,12.56,0,0,0.0
Mobile,Search,1,27,55.39,6.68,1,0,0.0
Mobile,Referral,3,8,54.32,0.25,0,0,0.0
Mobile,Advertisement,4,24,57.22,13.15,0,0,0.0
Mobile,Referral,2,20,50.84,13.18,0,0,0.0
Mobile,Search,2,8,36.42,12.13,0,0,0.0
Mobile,Social Media,4,21,25.77,3.88,0,0,0.0
Mobile,Social Media,2,29,30.52,5.72,1,0,0.0
Mobile,Search,3,11,52.61,11.22,0,0,0.0
Mobile,Search,2,21,19.48,7.44,0,0,0.0
Mobile,Search,1,3,11.24,2.48,1,0,0.0
Mobile,Internal,4,23,10.17,3.79,0,0,0.0
Mobile,Search,3,27,49.97,14.59,0,0,0.0
Desktop,Shopping Site,2,14,46.17,2.43,0,0,0.0
Desktop,Referral,4,27,30.86,10.95,1,0,0.0
Desktop,Referral,2,9,17.94,7.27,0,0,0.0
Mobile,Internal,3,25,41.3,11.28,0,0,0.0
Mobile,Social Media,0,1,4.23,9.98,0,0,0.0
Mobile,Search,4,1,34.96,6.7,0,0,0.0
Mobile,Referral,4,26,25.11,5.44,0,0,0.0
Desktop,Search,3,28,58.72,11.36,1,0,0.0
Mobile,Email,0,12,31.44,4.98,0,1,45.29
Mobile,Shopping Site,0,11,34.03,11.86,0,0,0.0
Mobile,Email,3,21,43.32,10.26,0,0,0.0
Mobile,Shopping Site,2,1,30.1,8.75,0,0,0.0
Mobile,Email,3,20,15.02,5.66,0,0,0.0
Mobile,Social Media,2,12,33.16,3.24,0,0,0.0
Mobile,Referral,6,17,56.77,10.71,0,0,0.0
Mobile,Referral,4,15,25.77,1.55,1,0,0.0
Mobile,Email,3,2,41.42,14.56,1,1,117.93
Mobile,Search,4,18,58.73,14.69,0,0,0.0
Desktop,Internal,6,16,50.14,2.13,0,0,0.0
Desktop,Search,3,4,40.22,1.74,0,0,0.0
Mobile,Search,0,8,44.69,6.31,1,0,0.0
Mobile,Search,0,2,56.32,14.46,0,0,0.0
Mobile,Search,7,14,57.67,6.12,0,0,0.0
Mobile,Email,5,25,58.2,5.58,0,0,0.0
Mobile,Search,2,15,38.29,10.61,0,0,0.0
Desktop,Search,6,28,24.31,2.85,0,0,0.0
Mobile,Social Media,6,9,9.72,5.58,0,0,0.0
Desktop,Internal,2,2,24.36,4.51,0,0,0.0
Mobile,Advertisement,4,17,56.69,9.1,0,0,0.0
Mobile,Search,2,26,53.61,2.61,0,0,0.0
Mobile,Search,1,10,32.37,8.32,0,0,0.0
Desktop,Referral,5,9,33.15,12.89,0,0,0.0
Mobile,Email,7,2,19.92,7.81,0,0,0.0
Mobile,Email,0,24,28.36,10.32,1,0,0.0
Mobile,Referral,2,19,43.44,1.31,0,0,0.0
Mobile,Search,0,17,25.34,6.85,0,0,0.0
Mobile,Referral,4,11,12.9,1.6,0,0,0.0
Mobile,Referral,5,17,33.37,9.07,0,0,0.0
Mobile,Email,2,10,15.07,4.36,0,0,0.0
Mobile,Search,1,18,58.51,4.45,0,0,0.0
Mobile,Advertisement,3,23,24.64,1.34,0,0,0.0
Mobile,Search,2,28,54.76,4.79,0,0,0.0
Mobile,Email,3,6,15.08,7.7,0,0,0.0
Mobile,Referral,3,16,12.97,8.85,0,0,0.0
Mobile,Referral,5,28,37.78,1.19,0,0,0.0
Mobile,Email,4,27,47.2,9.84,0,0,0.0
Desktop,Shopping Site,2,18,34.87,7.44,0,0,0.0
Mobile,Search,7,20,15.33,8.15,1,0,0.0
Mobile,Search,3,18,4.2,12.53,0,0,0.0
Mobile,Search,3,1,37.86,5.26,0,0,0.0
Mobile,Shopping Site,0,28,9.6,2.78,0,0,0.0
Mobile,Search,6,3,21.9,8.37,0,0,0.0
Mobile,Social Media,3,15,41.2,14.19,0,0,0.0
Mobile,Internal,0,20,7.69,7.86,0,0,0.0
Mobile,Referral,6,10,9.38,12.51,0,0,0.0
Mobile,Referral,3,21,5.58,11.4,1,0,0.0
Mobile,Search,6,5,59.77,7.87,1,0,0.0
Mobile,Email,1,15,24.45,9.78,0,0,0.0
Mobile,Referral,5,23,54.54,6.22,0,0,0.0
Mobile,Search,4,14,19.03,8.05,0,0,0.0
Mobile,Shopping Site,4,15,45.69,7.71,0,0,0.0
Desktop,Email,4,10,14.71,10.69,1,0,0.0
Mobile,Social Media,1,24,30.9,6.27,0,0,0.0
Mobile,Search,1,9,49.83,1.68,1,0,0.0
Mobile,Search,9,12,49.35,11.87,0,0,0.0
Mobile,Email,6,7,48.07,10.34,0,0,0.0
Mobile,Social Media,4,5,49.78,14.26,0,0,0.0
Mobile,Social Media,2,25,14.27,6.54,0,0,0.0
Mobile,Search,3,24,29.97,1.36,0,0,0.0
Mobile,Internal,4,10,30.12,2.0,0,0,0.0
Mobile,Referral,4,25,53.65,11.65,0,0,0.0
Mobile,Referral,2,26,19.22,1.2,0,0,0.0
Mobile,Email,1,8,56.03,13.64,0,0,0.0
Desktop,Email,4,22,28.15,4.37,0,0,0.0
Mobile,Search,1,20,40.85,13.5,0,0,0.0
Mobile,Referral,4,25,17.6,11.65,0,0,0.0
Desktop,Social Media,5,16,25.8,13.09,0,0,0.0
Mobile,Search,2,12,43.17,3.37,0,0,0.0
Mobile,Search,4,9,31.74,9.02,0,0,0.0
Mobile,Social Media,2,10,55.98,1.59,0,0,0.0
Desktop,Email,3,16,44.75,3.19,0,0,0.0
Mobile,Internal,4,10,34.74,4.79,0,0,0.0
Mobile,Search,4,9,53.43,11.16,0,0,0.0
Mobile,Referral,3,26,40.6,0.57,0,0,0.0
Desktop,Search,5,3,39.54,13.57,0,0,0.0
Mobile,Search,3,27,16.29,1.25,0,0,0.0
Mobile,Email,2,28,24.9,5.77,0,0,0.0
Mobile,Advertisement,1,19,41.63,1.4,0,0,0.0
Mobile,Email,4,11,53.72,11.58,0,0,0.0
Mobile,Social Media,2,6,20.3,2.29,0,0,0.0
Desktop,Referral,4,6,14.5,13.29,1,0,0.0
Mobile,Search,5,15,36.43,8.05,0,0,0.0
Mobile,Search,0,29,5.9,14.24,0,0,0.0
Mobile,Email,2,15,43.44,4.5,0,0,0.0
Desktop,Search,2,13,42.78,6.92,0,0,0.0
Mobile,Referral,2,22,22.59,10.47,0,0,0.0
Mobile,Social Media,1,5,53.78,12.51,0,0,0.0
Desktop,Referral,2,14,31.13,6.44,0,1,195.28
Desktop,Search,2,21,39.45,13.41,0,0,0.0
Desktop,Search,7,2,14.16,1.95,0,0,0.0
Desktop,Search,2,23,26.21,10.69,0,0,0.0
Mobile,Referral,3,12,52.02,5.35,1,0,0.0
Mobile,Social Media,1,20,14.35,1.7,0,0,0.0
Mobile,Email,4,14,24.65,5.92,0,0,0.0
Desktop,Social Media,2,19,20.45,13.23,0,0,0.0
Mobile,Search,3,24,10.76,14.71,1,0,0.0
Mobile,Search,5,20,18.8,6.01,0,0,0.0
Mobile,Search,3,15,15.5,13.32,0,0,0.0
Mobile,Social Media,3,27,55.57,7.74,0,0,0.0
Mobile,Shopping Site,3,20,44.98,10.81,0,0,0.0
Desktop,Referral,4,24,20.33,0.87,0,0,0.0
Desktop,Social Media,6,17,46.27,8.45,0,0,0.0
Mobile,Social Media,5,25,3.28,1.24,0,0,0.0
Mobile,Search,1,14,32.54,4.18,0,0,0.0
Mobile,Search,4,23,16.52,8.59,0,0,0.0
Mobile,Referral,1,28,8.63,12.15,0,0,0.0
Desktop,Social Media,3,18,53.26,8.5,0,0,0.0
Mobile,Referral,4,27,13.56,14.06,0,0,0.0
Mobile,Referral,4,28,49.7,12.19,0,0,0.0
Desktop,Search,5,22,25.97,2.51,0,0,0.0
Mobile,Advertisement,3,24,2.83,5.96,0,0,0.0
Mobile,Social Media,1,27,44.49,10.09,0,0,0.0
Mobile,Referral,1,5,36.59,14.09,0,0,0.0
Mobile,Search,4,22,21.96,14.82,0,0,0.0
Mobile,Email,5,12,18.33,11.5,1,0,0.0
Mobile,Referral,2,10,6.27,8.69,0,0,0.0
Mobile,Email,4,8,56.6,11.4,0,0,0.0
Desktop,Search,6,29,30.65,4.24,0,0,0.0
Mobile,Search,3,6,6.96,4.4,0,0,0.0
Mobile,Referral,3,28,52.38,9.88,0,0,0.0
Mobile,Search,3,25,18.17,13.1,0,0,0.0
Mobile,Search,2,15,13.81,14.55,0,0,0.0
Mobile,Search,4,12,18.29,5.25,0,0,0.0
Mobile,Search,2,25,34.75,11.99,0,0,0.0
Mobile,Search,1,25,6.3,12.8,1,0,0.0
Desktop,Social Media,2,6,29.94,9.42,0,0,0.0
Mobile,Search,2,12,53.95,5.34,0,0,0.0
Mobile,Email,4,15,12.91,9.36,0,0,0.0
Desktop,Search,4,12,21.21,8.85,0,0,0.0
Mobile,Social Media,3,9,24.98,9.18,0,0,0.0
Mobile,Search,4,19,36.0,9.37,0,0,0.0
Mobile,Search,4,21,55.32,12.74,0,0,0.0
Mobile,Referral,1,2,24.88,2.72,0,0,0.0
Mobile,Search,5,28,6.01,5.64,0,0,0.0
Mobile,Email,4,13,22.18,8.87,0,0,0.0
Mobile,Search,1,13,13.02,4.39,0,0,0.0
Mobile,Social Media,5,8,39.8,14.68,0,0,0.0
Mobile,Social Media,4,27,3.7,4.09,0,0,0.0
Mobile,Search,1,13,18.93,7.15,1,0,0.0
Mobile,Shopping Site,2,4,33.62,13.19,0,0,0.0
Mobile,Search,4,6,18.09,1.38,0,0,0.0
Mobile,Email,2,6,33.96,12.35,0,0,0.0
Desktop,Email,6,21,8.65,8.65,0,0,0.0
Mobile,Internal,4,12,56.68,0.67,0,0,0.0
Mobile,Email,6,12,18.87,13.56,0,0,0.0
Mobile,Internal,4,17,55.53,0.78,0,0,0.0
Mobile,Advertisement,4,27,20.9,7.83,0,0,0.0
Desktop,Shopping Site,2,7,47.35,0.93,0,0,0.0
Desktop,Advertisement,1,26,16.28,1.25,0,0,0.0
Mobile,Search,3,15,40.85,13.33,0,0,0.0
Mobile,Search,2,24,20.78,11.53,0,0,0.0
Mobile,Social Media,4,17,31.53,3.11,0,0,0.0
Desktop,Search,5,10,41.08,9.38,0,0,0.0
Mobile,Internal,0,23,36.16,11.96,1,0,0.0
Mobile,Search,5,20,35.42,13.37,0,0,0.0
Mobile,Search,3,6,5.81,7.13,0,0,0.0
Mobile,Search,3,9,16.45,13.48,0,0,0.0
Mobile,Social Media,5,15,35.17,7.72,0,0,0.0
Mobile,Search,0,16,3.06,10.39,0,0,0.0
Mobile,Shopping Site,3,21,16.54,14.69,0,0,0.0
Mobile,Search,1,8,15.29,3.69,0,0,0.0
Mobile,Advertisement,2,16,16.49,2.69,0,0,0.0
Mobile,Search,3,5,33.07,5.26,0,0,0.0
Mobile,Search,1,18,35.75,2.63,0,0,0.0
Mobile,Search,1,20,54.72,4.41,0,0,0.0
